X...11,X...13,X...15,X...17,X...19,X...31,X...33,X...35,X...37,X...39,X...51,X...53,X...55,X...57,X...59,X...71,X...73,X...75,X...77,X...79,X...91,X...93,X...95,X...97,X...99,X...111,X...113,X...115,X...117,X...119,X...131,X...133,X...135,X...137,X...139,X...151,X...153,X...155,X...157,X...159,X...171,X...173,X...175,X...177,X...179,X...191,X...193,X...195,X...197,X...199,X...211,X...213,X...215,X...217,X...219,X...231,X...233,X...235,X...237,X...239,X...251,X...253,X...255,X...257,X...259,X...271,X...273,X...275,X...277,X...279
1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595,1825.45,1835.988,1836.42,1827.617,1839.595
1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798,1827.684,1838.207,1838.905,1829.852,1841.798
1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017,1829.872,1840.425,1841.155,1832.07,1844.017
1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22,1832.075,1842.629,1843.67,1834.305,1846.22
1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439,1834.309,1844.847,1846.186,1836.539,1848.439
1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642,1836.528,1847.066,1848.452,1838.773,1850.642
1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861,1838.762,1849.285,1851.155,1841.008,1852.861
1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08,1840.95,1851.488,1853.451,1843.227,1855.08
1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314,1843.169,1853.722,1856.014,1845.445,1857.314
1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533,1845.387,1855.957,1858.295,1847.653,1859.533
1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736,1847.606,1858.161,1860.592,1849.856,1861.736
1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954,1849.825,1860.364,1863.03,1852.09,1863.954
1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189,1852.028,1862.567,1865.405,1854.309,1866.189
1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408,1854.247,1864.77,1867.639,1856.559,1868.408
1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642,1856.466,1866.989,1869.858,1858.793,1870.642
1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861,1858.684,1869.192,1872.076,1861.028,1872.861
1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079,1860.919,1871.395,1874.295,1863.231,1875.079
1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298,1863.137,1873.613,1876.498,1865.45,1877.298
1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501,1865.387,1875.83,1878.733,1867.669,1879.501
1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72,1867.59,1878.064,1880.951,1869.903,1881.72
1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939,1869.825,1880.299,1883.155,1872.122,1883.939
1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173,1872.044,1882.502,1885.373,1874.356,1886.173
1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376,1874.262,1884.736,1887.576,1876.575,1888.376
1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595,1876.465,1886.955,1889.795,1878.778,1890.595
1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798,1878.669,1889.158,1892.014,1880.981,1892.798
1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017,1880.903,1891.361,1894.217,1883.216,1895.017
1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251,1883.106,1893.564,1896.451,1885.45,1897.251
1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454,1885.356,1895.767,1898.667,1887.653,1899.454
1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689,1887.59,1898.002,1900.886,1889.856,1901.689
1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907,1889.809,1900.22,1903.089,1892.059,1903.907
1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111,1892.012,1902.455,1905.324,1894.294,1906.111
1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314,1894.434,1904.673,1907.527,1896.497,1908.314
1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548,1896.825,1906.892,1909.746,1898.716,1910.548
1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751,1899.059,1909.095,1911.964,1900.919,1912.751
1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97,1901.262,1911.314,1914.164,1903.169,1914.97
1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204,1903.512,1913.564,1916.383,1905.387,1917.204
1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423,1905.731,1915.767,1918.602,1907.606,1919.423
1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626,1908.403,1917.986,1920.805,1909.856,1921.626
1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845,1910.653,1920.205,1923.023,1912.075,1923.845
